sample_id,label_encoded,label_name
12605,10,4
3266,11,5
3521,11,5
2213,5,1
15505,11,5
8161,5,1
7217,5,1
13361,10,4
5587,7,1_5
3042,8,2
15012,10,4
13567,11,5
10058,10,4
14090,9,3
3376,5,1
10235,8,2
1214,11,5
4336,10,4
242,10,4
4544,11,5
11927,9,3
7505,11,5
314,8,2
5753,5,1
13056,11,5
11787,11,5
15921,11,5
3876,11,5
10770,11,5
11830,11,5
3744,11,5
15488,2,0_1_5
10419,10,4
681,11,5
811,11,5
13433,8,2
10167,10,4
2300,5,1
4447,5,1
9518,11,5
9558,11,5
14925,9,3
9254,8,2
800,0,0
13346,11,5
13379,11,5
333,5,1
7218,8,2
53,0,0
5521,8,2
6535,5,1
12208,2,0_1_5
14853,8,2
1706,8,2
3004,11,5
8761,5,1
4071,5,1
13035,10,4
3908,11,5
14731,10,4
577,5,1
3921,11,5
5008,5,1
897,8,2
11946,10,4
3459,11,5
6184,5,1
2670,11,5
6611,11,5
9923,5,1
7594,0,0
6273,11,5
14480,5,1
13654,0,0
1962,8,2
4291,10,4
994,8,2
3990,11,5
10427,7,1_5
5019,5,1
15798,5,1
4879,11,5
9369,0,0
8534,9,3
3188,5,1
3874,5,1
7760,8,2
1563,8,2
15892,5,1
10855,9,3
857,10,4
13082,10,4
4689,10,4
15266,0,0
11067,10,4
16492,11,5
3764,5,1
4836,8,2
9792,11,5
2427,11,5
15318,9,3
3995,8,2
14071,8,2
7743,11,5
353,8,2
14065,10,4
14081,8,2
15016,5,1
15507,2,0_1_5
6357,11,5
3115,11,5
10115,8,2
14132,5,1
9435,8,2
7109,11,5
6032,5,1
10833,11,5
16442,10,4
1057,8,2
12588,5,1
178,0,0
5614,5,1
10823,8,2
12108,8,2
2607,5,1
4681,8,2
15158,5,1
15288,5,1
574,5,1
12286,8,2
343,0,0
14478,9,3
14119,4,0_4
8911,0,0
14040,7,1_5
2702,10,4
4365,8,2
12025,10,4
15677,0,0
15124,11,5
15197,8,2
12488,5,1
2970,11,5
3839,0,0
11367,8,2
7615,8,2
1567,10,4
11480,11,5
10588,8,2
1913,0,0
16646,7,1_5
15521,8,2
12737,11,5
12831,11,5
1272,5,1
4414,11,5
593,8,2
2846,0,0
14092,5,1
11657,0,0
4186,11,5
16074,5,1
4371,5,1
11072,8,2
5007,8,2
10358,0,0
15742,11,5
14272,8,2
1216,8,2
6189,8,2
5621,5,1
1160,11,5
13935,0,0
14211,0,0
5557,11,5
672,5,1
15451,11,5
6266,0,0
1933,11,5
13859,10,4
864,8,2
10628,7,1_5
14855,11,5
6304,9,3
2495,8,2
2940,8,2
8844,8,2
14906,5,1
9402,11,5
4570,10,4
10121,11,5
6817,8,2
254,11,5
4053,11,5
15778,11,5
14941,5,1
6073,11,5
9015,0,0
4638,10,4
12803,8,2
4185,5,1
16060,9,3
8604,7,1_5
8813,5,1
3646,8,2
12900,11,5
4981,5,1
9512,9,3
14598,5,1
10445,8,2
5684,11,5
10374,0,0
6952,5,1
6542,11,5
8001,5,1
15614,8,2
11126,8,2
10288,11,5
4384,8,2
6382,5,1
14034,11,5
9453,8,2
2636,11,5
2568,7,1_5
8891,11,5
3505,5,1
1672,5,1
11107,9,3
7616,10,4
486,0,0
8285,11,5
7369,11,5
6321,11,5
121,8,2
1200,11,5
8015,8,2
8388,0,0
2601,11,5
5367,8,2
5433,9,3
6828,11,5
12700,10,4
9415,5,1
903,8,2
12229,8,2
9555,8,2
9357,9,3
13524,5,1
6158,11,5
16529,11,5
10894,8,2
11688,10,4
12319,10,4
13829,0,0
13441,0,0
12589,5,1
2766,0,0
14283,5,1
16463,8,2
16411,8,2
1166,11,5
14139,0,0
6998,10,4
1339,11,5
7566,5,1
13350,8,2
10831,9,3
15362,10,4
3431,10,4
7249,5,1
7852,3,0_3
899,0,0
6909,8,2
9989,11,5
154,4,0_4
1956,5,1
4557,8,2
6276,11,5
10278,10,4
1760,10,4
8785,11,5
331,10,4
15899,5,1
11621,8,2
3490,11,5
11432,5,1
8805,5,1
2534,10,4
9325,8,2
13057,8,2
6409,8,2
3066,9,3
8213,11,5
11474,0,0
10387,9,3
2174,2,0_1_5
414,11,5
44,8,2
2734,11,5
9649,8,2
7202,5,1
148,8,2
12009,9,3
5361,8,2
5836,9,3
33,7,1_5
3805,0,0
11772,11,5
12455,8,2
10981,5,1
780,8,2
10096,5,1
5032,10,4
5559,2,0_1_5
9264,8,2
3621,8,2
4853,11,5
8965,1,0_1
3206,8,2
5473,8,2
10955,11,5
243,11,5
15377,10,4
12415,8,2
120,8,2
13454,0,0
1487,11,5
11110,10,4
15497,8,2
12753,7,1_5
11357,0,0
7266,5,1
6190,7,1_5
1715,11,5
6050,11,5
2216,11,5
7398,11,5
13711,5,1
12879,8,2
11831,8,2
13339,11,5
7661,10,4
8703,5,1
5102,11,5
2719,10,4
2608,11,5
5197,5,1
14873,9,3
9057,11,5
13580,11,5
1725,5,1
3660,8,2
4454,10,4
14411,0,0
12239,0,0
6030,8,2
7974,11,5
6840,5,1
13067,1,0_1
7674,11,5
4423,10,4
2218,9,3
15084,11,5
3323,5,1
11512,11,5
16216,11,5
8021,11,5
16532,9,3
15462,5,1
2885,11,5
6782,8,2
9864,11,5
15974,0,0
13643,5,1
2455,8,2
10870,8,2
10045,5,1
3401,9,3
1209,11,5
1082,8,2
5103,5,1
10422,0,0
13584,10,4
7258,8,2
8900,8,2
3287,10,4
8256,10,4
7783,11,5
13509,8,2
4747,11,5
1836,10,4
3423,8,2
2884,11,5
288,10,4
7670,11,5
7662,8,2
11008,5,1
15109,10,4
7838,5,1
13974,5,1
13638,10,4
16414,6,1_4
16459,5,1
14573,5,1
1294,5,1
14905,8,2
8437,11,5
5896,9,3
16360,11,5
3819,11,5
9714,10,4
10990,4,0_4
2057,5,1
5082,5,1
12271,5,1
7537,8,2
9411,10,4
9857,8,2
9106,8,2
11906,11,5
9768,10,4
5877,11,5
7233,8,2
12256,5,1
1646,3,0_3
9504,5,1
15825,10,4
3451,5,1
9938,8,2
11045,10,4
11861,5,1
5778,8,2
13377,0,0
9429,9,3
3069,11,5
8411,7,1_5
3201,8,2
3778,1,0_1
16294,7,1_5
10557,8,2
12999,11,5
9563,10,4
15445,10,4
8821,8,2
9579,10,4
12320,11,5
2272,5,1
4997,8,2
8219,5,1
4043,11,5
11897,7,1_5
13527,0,0
4033,0,0
2692,8,2
15023,8,2
9334,11,5
1388,11,5
2176,11,5
14548,5,1
8984,8,2
15882,11,5
11282,0,0
9421,8,2
3700,11,5
13671,0,0
107,8,2
16475,7,1_5
5340,10,4
3041,5,1
9728,11,5
317,5,1
7322,11,5
14519,11,5
8554,9,3
12022,8,2
10162,0,0
172,11,5
995,11,5
12166,11,5
15589,8,2
8124,5,1
12686,8,2
13520,5,1
8282,9,3
12890,8,2
14813,5,1
6708,0,0
1469,8,2
4888,10,4
9486,7,1_5
11216,8,2
6335,8,2
10738,8,2
5940,11,5
10874,8,2
4437,8,2
2472,1,0_1
12928,8,2
5853,7,1_5
13553,11,5
13792,11,5
4258,11,5
13809,5,1
10958,10,4
4477,5,1
31,8,2
464,8,2
6974,11,5
6618,10,4
3486,11,5
3743,5,1
2419,8,2
15191,8,2
5745,9,3
4201,11,5
7828,8,2
11851,5,1
8765,7,1_5
5278,5,1
14661,5,1
11476,8,2
2764,7,1_5
12708,7,1_5
11932,9,3
11412,10,4
74,8,2
5262,8,2
10101,11,5
12144,8,2
15583,7,1_5
16707,0,0
535,0,0
5359,8,2
5567,11,5
14547,5,1
16562,2,0_1_5
16528,10,4
4756,10,4
8439,9,3
11729,8,2
15772,11,5
4088,9,3
10861,11,5
11052,11,5
16134,5,1
2153,5,1
4348,8,2
7981,5,1
10015,5,1
14890,11,5
12096,5,1
15334,8,2
8792,8,2
16543,11,5
5815,11,5
12078,0,0
1323,10,4
15626,9,3
7544,11,5
1876,8,2
9706,10,4
14042,10,4
7358,8,2
4842,8,2
12972,9,3
7509,0,0
5,11,5
6054,10,4
6989,5,1
13725,5,1
6737,8,2
11944,8,2
1709,5,1
11579,11,5
3981,11,5
16744,11,5
16470,7,1_5
11527,11,5
8314,11,5
11175,7,1_5
895,10,4
12892,8,2
4256,7,1_5
8670,10,4
12151,0,0
16393,5,1
13621,10,4
10563,10,4
11580,9,3
963,5,1
8052,9,3
16501,7,1_5
13858,0,0
12422,7,1_5
13767,0,0
5016,11,5
7725,10,4
623,11,5
13410,9,3
11838,8,2
8398,9,3
2439,5,1
10481,11,5
557,5,1
1740,0,0
15657,11,5
7848,10,4
8638,8,2
12179,5,1
4339,8,2
11629,8,2
13563,10,4
8378,8,2
2498,8,2
3693,0,0
13849,8,2
4119,8,2
5476,11,5
7181,8,2
4949,11,5
14115,5,1
4869,0,0
5926,8,2
6249,11,5
11592,7,1_5
1083,8,2
14915,8,2
48,5,1
9392,0,0
15317,8,2
10749,8,2
13873,9,3
8120,6,1_4
10440,11,5
6786,0,0
299,10,4
2647,0,0
3301,5,1
11368,5,1
3880,8,2
11082,5,1
3513,8,2
1237,11,5
10296,9,3
5799,8,2
3482,8,2
15063,9,3
10569,5,1
10988,8,2
1887,0,0
3262,8,2
12277,8,2
6439,6,1_4
8947,11,5
6950,11,5
2740,11,5
520,5,1
10879,5,1
3642,8,2
15668,11,5
5381,11,5
3405,7,1_5
2648,11,5
12028,8,2
5663,8,2
10621,8,2
5830,8,2
16690,9,3
3686,11,5
2807,5,1
14473,8,2
15643,11,5
3914,8,2
10098,8,2
2739,9,3
6861,8,2
8715,2,0_1_5
1584,5,1
3554,8,2
3255,5,1
8531,11,5
931,10,4
12225,5,1
9765,10,4
7230,0,0
9496,11,5
13996,8,2
16678,11,5
7325,11,5
10218,10,4
8536,11,5
15512,8,2
2117,5,1
10994,11,5
3714,0,0
16731,7,1_5
14445,9,3
14869,0,0
9948,10,4
3535,8,2
9546,0,0
1633,0,0
4130,8,2
4494,5,1
10303,11,5
14541,11,5
7965,8,2
14874,11,5
9772,7,1_5
12314,1,0_1
10657,11,5
15040,11,5
4131,8,2
12500,0,0
5868,0,0
5887,7,1_5
6967,8,2
14918,11,5
15930,10,4
13093,0,0
14271,11,5
5626,11,5
7547,5,1
1918,8,2
9874,0,0
9591,10,4
6700,9,3
16311,7,1_5
10272,7,1_5
11714,7,1_5
9581,11,5
15718,11,5
4184,5,1
9696,5,1
8094,0,0
118,8,2
9697,10,4
13617,8,2
9703,8,2
6568,9,3
8816,11,5
7175,8,2
6872,0,0
16521,5,1
4679,8,2
7454,11,5
529,11,5
579,11,5
1673,10,4
1847,5,1
10975,8,2
14945,8,2
3875,9,3
1785,7,1_5
14177,11,5
4875,11,5
1790,11,5
2028,8,2
11215,8,2
2661,11,5
12916,8,2
6123,5,1
1123,5,1
10837,5,1
1919,11,5
16194,5,1
1345,11,5
225,10,4
3792,11,5
16064,8,2
14679,0,0
6178,10,4
1805,11,5
12372,7,1_5
6150,5,1
16050,11,5
10203,11,5
3082,11,5
1017,7,1_5
16200,11,5
9507,8,2
5125,10,4
16162,11,5
6946,11,5
14442,0,0
345,11,5
4432,10,4
6527,9,3
11424,10,4
2205,5,1
10006,11,5
13942,5,1
2415,10,4
3270,8,2
7707,9,3
15863,8,2
1186,10,4
10153,11,5
2941,8,2
8474,9,3
9485,1,0_1
4250,0,0
439,9,3
15239,0,0
15615,0,0
77,10,4
11031,5,1
8872,5,1
86,8,2
7036,10,4
4036,9,3
15319,8,2
13058,8,2
12800,10,4
5281,8,2
1492,8,2
6057,10,4
9769,0,0
13763,8,2
3197,10,4
12217,9,3
3783,5,1
8699,11,5
305,6,1_4
12856,11,5
10826,11,5
8541,2,0_1_5
2242,8,2
13249,5,1
6949,8,2
14950,11,5
14333,7,1_5
9674,11,5
7366,11,5
3289,0,0
7897,5,1
770,10,4
4859,11,5
12347,8,2
1361,8,2
14332,5,1
10129,8,2
2279,5,1
12289,5,1
3130,11,5
14883,5,1
7719,8,2
8803,8,2
7845,10,4
14642,0,0
3870,5,1
7095,11,5
9806,10,4
5501,10,4
1182,0,0
4226,0,0
1642,0,0
215,11,5
4811,9,3
5131,9,3
8524,0,0
4673,11,5
2197,5,1
8996,0,0
1356,11,5
7886,5,1
14807,11,5
16072,0,0
15646,3,0_3
7768,7,1_5
820,10,4
8905,9,3
16372,5,1
1081,8,2
2185,5,1
11355,11,5
1094,5,1
4342,11,5
511,11,5
15770,8,2
9020,5,1
1322,5,1
9025,8,2
4918,11,5
6198,5,1
14744,5,1
10593,11,5
6873,11,5
12174,10,4
14991,5,1
10493,11,5
15273,11,5
597,9,3
2747,2,0_1_5
3998,5,1
10107,8,2
6850,5,1
1809,8,2
15243,10,4
4957,8,2
3644,5,1
11387,11,5
3433,8,2
725,11,5
11360,10,4
16180,0,0
8940,8,2
4144,11,5
1301,8,2
12105,0,0
9745,11,5
3658,5,1
7595,0,0
8435,11,5
15353,9,3
12010,3,0_3
4321,5,1
2348,0,0
9449,11,5
6419,8,2
3952,11,5
283,11,5
16652,9,3
6904,11,5
9663,11,5
8944,10,4
3031,1,0_1
3392,8,2
10068,5,1
5863,7,1_5
2684,5,1
10177,11,5
8368,8,2
1549,11,5
6466,10,4
3565,5,1
318,11,5
2576,11,5
13751,11,5
15103,11,5
2911,6,1_4
2469,8,2
191,5,1
15754,11,5
16326,5,1
4703,8,2
11990,8,2
4129,2,0_1_5
8720,11,5
6173,1,0_1
13127,0,0
3754,11,5
5731,11,5
8046,11,5
6984,11,5
5791,11,5
932,8,2
11012,11,5
6763,11,5
13878,8,2
2428,10,4
14609,10,4
2425,11,5
2691,8,2
14635,8,2
4422,4,0_4
6468,11,5
5760,9,3
629,8,2
7977,7,1_5
14656,8,2
2850,11,5
15294,5,1
2456,5,1
1871,11,5
3572,11,5
9533,10,4
12903,8,2
2907,0,0
2192,8,2
2554,5,1
2477,7,1_5
9500,8,2
8400,11,5
10832,5,1
5561,11,5
6702,11,5
7396,9,3
2853,5,1
7678,11,5
11143,7,1_5
4617,5,1
5588,5,1
10790,5,1
1852,5,1
15034,0,0
12020,0,0
4840,8,2
9998,8,2
564,0,0
5780,0,0
6944,11,5
1746,5,1
3668,8,2
10533,4,0_4
5481,5,1
4047,8,2
10219,11,5
2821,8,2
5044,5,1
14070,7,1_5
8771,8,2
11957,11,5
14311,8,2
11405,5,1
15746,5,1
12721,11,5
14785,8,2
4025,1,0_1
3098,9,3
8201,11,5
15997,10,4
4367,10,4
7334,5,1
13095,8,2
1030,11,5
274,10,4
3583,7,1_5
4763,11,5
3691,10,4
9995,11,5
5704,5,1
9441,8,2
4612,8,2
13117,0,0
12048,9,3
14956,11,5
4531,5,1
10509,8,2
12063,11,5
10267,8,2
3904,3,0_3
11217,11,5
5004,8,2
4125,8,2
3232,10,4
1041,5,1
6975,10,4
12540,5,1
3571,5,1
14355,7,1_5
11612,8,2
1061,9,3
10372,10,4
13349,11,5
11608,11,5
3970,8,2
11128,5,1
3452,5,1
5393,8,2
10906,0,0
13102,8,2
4571,7,1_5
9877,10,4
6516,11,5
7652,11,5
15306,10,4
8295,9,3
8708,11,5
14205,11,5
15975,4,0_4
4774,10,4
84,8,2
1374,11,5
16077,11,5
8668,0,0
12952,0,0
12477,8,2
11092,10,4
5869,5,1
10195,10,4
11780,5,1
12962,8,2
10663,10,4
11516,2,0_1_5
11494,11,5
5615,8,2
16522,8,2
11236,8,2
9653,5,1
13521,5,1
13367,8,2
11536,8,2
11813,11,5
824,11,5
3311,11,5
9972,8,2
14702,5,1
2526,10,4
1749,8,2
3085,10,4
13893,0,0
1328,5,1
349,8,2
8258,8,2
7007,8,2
9001,11,5
14039,10,4
9237,5,1
2039,11,5
14120,7,1_5
221,5,1
364,0,0
14188,5,1
13387,11,5
1961,5,1
13816,9,3
8274,5,1
16016,11,5
14428,5,1
2169,8,2
13297,8,2
13073,10,4
9993,5,1
9597,11,5
8415,11,5
13844,7,1_5
1059,0,0
151,11,5
10723,5,1
6101,11,5
7621,11,5
16676,11,5
3601,11,5
14429,11,5
14672,7,1_5
15751,5,1
9736,9,3
11161,5,1
6136,11,5
1007,11,5
3202,5,1
11258,5,1
6470,11,5
9647,11,5
13196,11,5
11768,5,1
15278,5,1
10048,8,2
9548,8,2
5344,8,2
14503,11,5
6958,8,2
15968,0,0
13125,8,2
16300,5,1
4928,11,5
15030,9,3
3589,8,2
15409,5,1
4462,8,2
7478,8,2
3614,11,5
14649,11,5
14104,11,5
11486,8,2
2625,8,2
16623,11,5
10059,10,4
6154,10,4
4720,8,2
13818,10,4
15884,11,5
9464,8,2
11137,5,1
13721,8,2
7775,0,0
14494,5,1
2640,0,0
3546,5,1
16467,0,0
15401,11,5
10436,8,2
7749,11,5
13231,11,5
12522,8,2
5782,10,4
4788,5,1
16426,5,1
7851,11,5
10082,5,1
10511,11,5
3235,5,1
8410,0,0
14004,9,3
1268,11,5
13645,0,0
4107,8,2
11430,11,5
8000,0,0
11774,5,1
12390,11,5
10999,8,2
6966,8,2
15298,11,5
14155,11,5
13802,5,1
13202,8,2
6731,8,2
3300,8,2
7715,11,5
3511,3,0_3
6628,10,4
1879,9,3
3303,11,5
3192,11,5
5077,9,3
15900,5,1
14169,8,2
11893,7,1_5
8530,0,0
10619,11,5
8482,7,1_5
14112,11,5
16468,0,0
10901,8,2
11088,5,1
653,11,5
8613,8,2
12553,5,1
11672,8,2
1533,11,5
1999,8,2
9177,10,4
10950,10,4
6017,11,5
5251,6,1_4
8945,11,5
5562,5,1
4534,11,5
7998,10,4
11366,11,5
4699,11,5
10639,11,5
15794,0,0
12779,8,2
3810,5,1
11168,11,5
10389,11,5
1609,11,5
8373,5,1
10009,11,5
2049,5,1
12883,11,5
9274,5,1
155,8,2
1628,9,3
13260,7,1_5
10337,0,0
15750,0,0
14250,11,5
5336,5,1
15849,2,0_1_5
10517,10,4
13961,11,5
8634,5,1
11518,8,2
13372,9,3
2454,10,4
13902,8,2
16303,9,3
15380,11,5
3252,10,4
9618,9,3
12572,5,1
10529,5,1
15581,9,3
5640,11,5
2948,8,2
7583,11,5
3852,11,5
8306,10,4
13381,8,2
4725,8,2
10275,8,2
6781,0,0
14587,8,2
15964,2,0_1_5
13077,5,1
2959,5,1
914,5,1
15915,11,5
4627,8,2
16011,5,1
3804,10,4
10838,8,2
13181,0,0
8105,11,5
15446,8,2
7792,8,2
9664,11,5
13907,11,5
16000,11,5
10542,8,2
13934,5,1
8745,0,0
13519,8,2
4051,11,5
9893,11,5
15816,5,1
12938,8,2
15044,8,2
16105,8,2
14842,11,5
15102,5,1
10173,9,3
13944,9,3
3680,0,0
4528,0,0
14175,9,3
13547,5,1
8974,8,2
6277,10,4
7632,3,0_3
12718,8,2
10244,8,2
15966,11,5
9570,10,4
7157,0,0
1095,11,5
15148,5,1
8528,10,4
8975,11,5
9946,8,2
13695,8,2
13511,2,0_1_5
392,11,5
1757,11,5
4851,3,0_3
14864,11,5
5404,11,5
9986,10,4
5560,5,1
14315,7,1_5
11229,11,5
11467,5,1
11998,10,4
530,8,2
11129,0,0
4223,11,5
3180,11,5
4285,8,2
15789,11,5
4374,10,4
8145,8,2
15315,11,5
16419,8,2
5654,5,1
12602,9,3
12356,11,5
12430,9,3
12073,5,1
5602,8,2
11751,2,0_1_5
12021,11,5
16010,8,2
2645,11,5
7166,5,1
8610,8,2
9379,11,5
9741,11,5
7526,8,2
2210,0,0
10860,0,0
11337,11,5
6476,5,1
2072,8,2
4132,8,2
2931,8,2
16384,7,1_5
9095,4,0_4
11924,5,1
12307,5,1
9752,11,5
13538,0,0
7352,10,4
1171,10,4
986,8,2
12031,9,3
13595,10,4
4550,11,5
10978,7,1_5
12689,10,4
3173,11,5
7899,10,4
6662,5,1
5449,8,2
5961,8,2
16148,11,5
6844,0,0
3780,10,4
4690,11,5
14235,8,2
16202,5,1
13990,8,2
11723,5,1
9982,8,2
13450,8,2
16432,10,4
843,11,5
1623,5,1
14827,5,1
15270,5,1
8283,9,3
3102,0,0
12075,11,5
14274,11,5
14620,5,1
15812,10,4
7770,8,2
2102,10,4
3009,5,1
13374,11,5
7582,2,0_1_5
8079,8,2
2988,9,3
4586,5,1
11685,11,5
11093,11,5
6360,10,4
11610,10,4
8620,10,4
3170,10,4
11908,9,3
4296,0,0
10953,8,2
8591,0,0
14344,8,2
9350,5,1
13628,8,2
10675,8,2
15616,8,2
13140,5,1
3808,9,3
4109,11,5
15309,11,5
10945,10,4
9398,9,3
7837,11,5
12927,11,5
6655,8,2
8209,7,1_5
13476,11,5
13206,11,5
12956,11,5
11062,9,3
1368,7,1_5
8695,10,4
14743,11,5
14712,10,4
8663,5,1
2532,9,3
3590,5,1
10040,11,5
7967,10,4
755,11,5
1288,11,5
10782,11,5
10294,8,2
16101,11,5
13847,8,2
14395,5,1
3308,8,2
2046,8,2
11911,11,5
14516,8,2
6848,11,5
15634,7,1_5
14568,8,2
8834,8,2
3412,9,3
8366,5,1
4136,9,3
16565,8,2
4058,5,1
16110,8,2
5108,8,2
14298,5,1
3846,8,2
8485,11,5
7936,8,2
15031,8,2
16593,11,5
11058,0,0
12544,5,1
8294,10,4
4675,8,2
11989,5,1
6380,11,5
9963,11,5
11562,0,0
1579,5,1
10538,7,1_5
12556,11,5
10152,5,1
1522,10,4
12635,11,5
12167,9,3
12463,0,0
11595,5,1
8267,9,3
7442,8,2
2654,5,1
16062,5,1
15577,8,2
13153,11,5
124,2,0_1_5
2351,5,1
4317,8,2
14581,9,3
13084,11,5
2280,11,5
15114,8,2
5396,11,5
10835,8,2
10277,5,1
13028,2,0_1_5
9425,11,5
16349,5,1
4004,11,5
12183,9,3
7250,11,5
11735,11,5
4988,11,5
13399,8,2
13602,0,0
2079,11,5
9740,0,0
1340,5,1
16319,8,2
1231,0,0
7704,11,5
14219,8,2
14174,8,2
8390,10,4
3436,8,2
15348,5,1
1402,7,1_5
3697,11,5
10135,5,1
9575,5,1
13922,0,0
9358,5,1
7061,10,4
8954,7,1_5
1989,8,2
16765,11,5
3361,5,1
3602,11,5
13999,8,2
10646,11,5
7555,10,4
15533,8,2
461,11,5
5839,0,0
16535,5,1
12421,9,3
4980,0,0
955,9,3
1107,0,0
12023,10,4
15850,11,5
14525,11,5
10898,8,2
13467,8,2
2325,11,5
6691,11,5
15535,8,2
12640,10,4
1150,9,3
8360,7,1_5
10653,11,5
11727,8,2
11011,0,0
2669,11,5
7318,9,3
13113,7,1_5
8895,8,2
6574,9,3
14305,10,4
13681,8,2
9139,8,2
307,10,4
13296,0,0
5994,5,1
6811,8,2
6658,0,0
16344,8,2
6028,10,4
6043,9,3
7717,11,5
4785,5,1
11006,9,3
7574,11,5
15839,5,1
6341,8,2
2844,5,1
4939,8,2
12749,11,5
7624,5,1
3305,11,5
12374,3,0_3
6610,8,2
2858,9,3
9077,9,3
11701,8,2
12723,11,5
4787,5,1
7561,8,2
4330,10,4
15560,0,0
15552,11,5
8281,8,2
2753,5,1
6002,8,2
308,8,2
15559,5,1
8432,10,4
13776,11,5
4873,11,5
5579,11,5
9360,10,4
11414,5,1
7044,0,0
8234,10,4
5713,5,1
2198,8,2
5797,9,3
7571,0,0
3530,10,4
11362,11,5
12681,0,0
12701,8,2
5513,0,0
3015,11,5
1473,5,1
12873,5,1
7015,9,3
13215,11,5
7128,11,5
960,8,2
10341,0,0
3633,9,3
15375,9,3
7620,0,0
6577,11,5
13382,0,0
12202,11,5
2933,11,5
3885,0,0
15240,10,4
9046,11,5
15432,11,5
5814,5,1
8612,11,5
16446,11,5
785,7,1_5
15096,0,0
6539,0,0
11523,11,5
6110,5,1
15234,8,2
7282,5,1
1371,9,3
699,8,2
1051,5,1
5820,8,2
13783,5,1
2305,5,1
6283,0,0
10611,5,1
7685,5,1
165,0,0
4097,0,0
7731,10,4
6532,11,5
3821,8,2
16081,9,3
14624,5,1
15118,5,1
6272,10,4
2078,5,1
10642,1,0_1
10597,5,1
6220,0,0
4254,11,5
3606,5,1
7458,5,1
14014,7,1_5
15199,11,5
16008,8,2
9528,11,5
6803,11,5
4194,8,2
14545,9,3
13693,5,1
231,8,2
3240,11,5
14045,5,1
12951,11,5
1317,7,1_5
15328,8,2
12988,9,3
4821,9,3
1058,5,1
8268,5,1
8265,11,5
14368,11,5
15918,8,2
3598,8,2
10875,10,4
8832,5,1
8733,9,3
9880,11,5
9934,11,5
12438,11,5
12252,4,0_4
5725,11,5
802,7,1_5
6228,10,4
3866,9,3
15205,8,2
4438,5,1
9197,11,5
418,9,3
12274,8,2
2725,2,0_1_5
9621,5,1
8710,0,0
1895,8,2
4164,11,5
352,11,5
13478,8,2
8007,8,2
11214,11,5
12504,5,1
16158,11,5
2146,11,5
3389,8,2
5160,7,1_5
11051,10,4
14095,7,1_5
16271,11,5
16359,8,2
7960,8,2
1446,9,3
13692,11,5
4387,0,0
13092,5,1
5823,2,0_1_5
12254,8,2
13722,10,4
3021,0,0
8952,0,0
7748,11,5
2437,11,5
1283,8,2
2569,5,1
6505,5,1
4323,8,2
15052,11,5
10775,10,4
2865,5,1
6135,0,0
1090,5,1
4886,5,1
1121,5,1
1410,5,1
10946,11,5
15431,4,0_4
11464,10,4
14076,11,5
2052,5,1
1344,8,2
7880,5,1
16053,5,1
13246,8,2
8174,11,5
11262,8,2
15125,8,2
1884,0,0
1922,8,2
15948,11,5
7815,9,3
16166,9,3
4545,10,4
15699,11,5
15403,9,3
9142,0,0
11329,8,2
12694,5,1
4442,8,2
1997,11,5
2180,5,1
592,5,1
7606,11,5
6296,10,4
6936,0,0
10441,11,5
1694,10,4
15398,8,2
15890,7,1_5
5355,8,2
12532,11,5
7360,11,5
8962,5,1
8972,5,1
10755,11,5
11951,10,4
16343,0,0
7737,11,5
7500,8,2
8706,11,5
15064,11,5
14506,11,5
6596,8,2
14788,11,5
11691,10,4
9725,11,5
14440,5,1
5756,0,0
11026,5,1
12287,5,1
3711,2,0_1_5
11322,5,1
4255,5,1
4801,5,1
15426,9,3
2811,8,2
6622,10,4
3489,8,2
6226,8,2
14032,11,5
1596,8,2
6165,8,2
13185,0,0
485,6,1_4
3768,5,1
2061,11,5
12825,11,5
3243,5,1
2134,11,5
10518,8,2
2274,9,3
16195,11,5
10284,11,5
2261,8,2
679,11,5
6625,11,5
8092,5,1
5805,5,1
16507,11,5
5128,5,1
8375,0,0
10712,8,2
4535,0,0
5617,11,5
34,5,1
114,5,1
14215,8,2
13420,5,1
9499,5,1
366,5,1
7805,11,5
13270,5,1
16436,8,2
5943,5,1
3639,8,2
6580,5,1
10069,5,1
15605,9,3
14483,5,1
3484,11,5
10306,11,5
10168,5,1
7004,11,5
2340,11,5
16476,5,1
7906,5,1
13139,8,2
13037,11,5
5915,11,5
6962,11,5
16267,5,1
5267,8,2
2751,0,0
10314,8,2
7651,11,5
2113,5,1
13078,7,1_5
7214,11,5
7541,0,0
9038,5,1
10466,3,0_3
2786,0,0
8189,5,1
2524,5,1
13644,11,5
14735,11,5
8883,8,2
2520,0,0
10381,9,3
4947,0,0
6842,5,1
3163,8,2
10926,8,2
15848,8,2
10454,9,3
9571,11,5
14762,8,2
9930,7,1_5
6922,5,1
3155,8,2
2527,11,5
9595,11,5
6012,11,5
16,0,0
3185,8,2
11065,8,2
11514,8,2
10670,11,5
12175,10,4
11307,10,4
1415,0,0
6837,8,2
282,5,1
7066,10,4
1350,5,1
12275,10,4
10976,8,2
7333,11,5
16560,11,5
10544,8,2
11439,5,1
10462,11,5
1102,5,1
15530,5,1
13124,1,0_1
8352,7,1_5
5223,5,1
14216,10,4
9774,5,1
3457,10,4
12738,7,1_5
2183,5,1
4395,8,2
6323,5,1
2202,7,1_5
13244,10,4
8789,5,1
16149,4,0_4
16138,11,5
8563,8,2
10198,11,5
12213,5,1
7321,10,4
554,11,5
5148,7,1_5
